"name","height","position","legendaryBadgeCount","purpleBadgeCount","goldBadgeCount","silverBadgeCount","bronzeBadgeCount","outsideScoringBadgeCount","insideScoringBadgeCount","generalOffenseBadgeCount","playmakingBadgeCount","defensiveBadgeCount","reboundingBadgeCount","allAroundBadgeCount","badgeCount","team","overallAttribute","closeShot","midRangeShot","threePointShot","freeThrow","shotIQ","offensiveConsistency","layup","standingDunk","drivingDunk","postHook","postFade","postControl","drawFoul","hands","interiorDefense","perimeterDefense","steal","block","helpDefenseIQ","passPerception","defensiveConsistency","speed","agility","strength","vertical","stamina","hustle","overallDurability","passAccuracy","ballHandle","speedWithBall","passIQ","passVision","offensiveRebound","defensiveRebound"
"Nae’Qwan Tomlin","6'9"" (206cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Cleveland Cavaliers",71,78,67,74,61,60,65,78,45,80,25,62,45,55,80,57,57,57,68,55,62,45,75,70,57,80,80,80,80,60,72,65,70,33,87,63
"Tyrese Proctor","6'5"" (196cm)","PG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Cleveland Cavaliers",70,78,79,78,69,50,60,77,35,65,49,49,52,37,90,42,60,48,27,54,57,45,82,81,51,77,85,85,80,79,80,82,77,54,32,45
"Chris Livingston","6'6"" (198cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Cleveland Cavaliers",69,76,68,70,72,60,35,76,50,80,39,44,40,37,79,52,64,47,48,52,62,40,80,80,54,83,85,65,80,65,69,68,52,34,52,51
"Luke Travers","6'7"" (201cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Cleveland Cavaliers",69,70,72,74,68,60,50,70,30,65,35,34,30,54,90,52,62,36,56,52,45,50,68,66,48,75,80,84,80,64,71,65,63,31,37,33
"Anthony Davis","6'10"" (208cm)","C",0,0,10,9,3,1,2,1,0,4,2,1,22,"Dallas Mavericks",93,88,88,71,74,90,85,82,90,85,85,89,85,87,85,90,80,53,87,90,88,90,79,78,92,86,87,85,78,60,75,67,72,65,67,91
"Kyrie Irving","6'2"" (188cm)","SG",0,2,13,1,2,5,9,1,0,0,0,0,18,"Dallas Mavericks",90,91,98,86,92,80,95,97,25,30,35,70,54,75,96,32,67,53,51,67,75,55,85,85,37,81,89,87,80,80,99,85,80,70,43,51
"Cooper Flagg","6'9"" (206cm)","SF",0,0,0,2,6,0,0,0,0,5,0,1,8,"Dallas Mavericks",80,87,71,75,80,65,60,76,65,80,60,60,60,65,90,81,83,56,58,82,75,80,83,85,65,77,90,90,80,70,76,75,70,59,42,67
"P.J. Washington","6'6"" (198cm)","PF",0,0,4,7,2,1,0,1,0,5,1,1,13,"Dallas Mavericks",79,96,74,77,64,60,50,75,65,80,68,63,63,44,95,83,85,42,71,84,85,80,75,84,68,69,85,85,79,55,70,63,60,44,44,79
"Daniel Gafford","6'10"" (208cm)","C",0,0,5,3,3,0,0,0,0,3,2,1,11,"Dallas Mavericks",79,97,65,29,82,70,45,80,85,75,69,67,67,40,70,84,57,53,90,83,50,80,75,70,73,80,75,89,80,37,35,44,37,34,71,66
"Dereck Lively II","7'1"" (216cm)","C",0,0,4,4,4,0,0,1,0,2,2,1,12,"Dallas Mavericks",79,97,60,52,64,80,50,82,85,83,59,54,59,40,90,83,57,38,90,80,54,80,50,57,70,67,80,95,80,69,52,40,68,61,78,80
"Naji Marshall","6'6"" (198cm)","PF",0,0,1,2,2,0,1,0,0,1,0,0,5,"Dallas Mavericks",78,90,79,71,81,75,70,82,45,70,57,58,58,49,80,52,60,70,25,62,64,40,62,65,67,75,85,70,80,67,74,62,71,53,41,65
"D’Angelo Russell","6'3"" (191cm)","PG",0,0,1,4,8,3,7,0,0,0,0,0,13,"Dallas Mavericks",78,91,82,73,70,65,60,88,25,45,35,55,60,67,81,40,57,40,37,54,40,45,81,65,54,71,93,65,83,87,90,81,88,82,35,53
"Brandon Williams","6'1"" (185cm)","PG",0,0,0,0,4,2,0,0,0,0,0,0,4,"Dallas Mavericks",77,84,91,73,76,70,70,84,25,50,27,46,50,66,90,33,62,88,32,57,52,45,79,79,62,68,89,70,81,80,82,77,80,73,37,48
"Klay Thompson","6'5"" (196cm)","SG",0,0,3,1,6,4,0,1,0,5,0,0,10,"Dallas Mavericks",76,70,81,86,91,60,60,67,35,65,35,65,64,30,85,60,75,31,55,70,48,70,71,75,62,67,91,80,94,57,67,71,57,53,30,55
"Max Christie","6'5"" (196cm)","SG",0,0,0,0,8,2,0,0,0,4,0,0,8,"Dallas Mavericks",76,71,73,86,75,75,65,74,35,80,39,42,42,41,90,44,80,36,55,77,75,75,87,87,55,82,98,85,80,68,70,78,66,51,26,54
"Dante Exum","6'5"" (196cm)","SF",0,0,0,3,7,1,4,0,0,2,0,0,10,"Dallas Mavericks",75,83,73,84,74,70,50,75,25,60,28,55,40,52,85,27,78,63,51,78,78,75,79,79,48,77,80,75,83,73,75,79,73,72,30,47
"Dwight Powell","6'10"" (208cm)","C",0,0,0,3,2,0,0,1,0,0,1,0,5,"Dallas Mavericks",73,92,69,78,62,30,45,70,75,65,77,79,79,83,90,74,45,46,73,68,74,65,71,58,80,67,90,95,83,55,60,44,64,50,68,61
"Jaden Hardy","6'3"" (191cm)","PG",0,0,0,3,2,3,0,0,0,0,0,0,5,"Dallas Mavericks",73,88,66,84,67,60,70,80,40,80,47,49,49,46,85,34,55,43,37,50,51,50,83,83,39,85,84,85,80,75,83,76,75,50,34,48
"Caleb Martin","6'5"" (196cm)","PF",0,0,0,3,1,3,0,1,0,0,0,0,4,"Dallas Mavericks",73,77,71,76,63,65,40,84,25,70,55,54,54,48,75,68,75,53,58,74,72,70,68,74,58,74,85,90,80,62,69,59,69,41,66,55
"Moussa Cisse","6'11"" (211cm)","C",0,0,1,1,2,0,0,0,0,2,0,1,4,"Dallas Mavericks",72,67,44,25,48,50,25,67,80,80,57,47,50,40,75,75,44,36,95,78,40,60,59,57,68,79,80,90,82,40,40,40,40,26,94,68
"Ryan Nembhard","6'0"" (183cm)","PG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Dallas Mavericks",68,72,73,77,77,50,40,73,25,30,35,30,30,35,78,31,66,78,27,57,75,45,80,79,37,68,85,79,80,83,79,80,83,82,38,40
"Miles Kelly","6'6"" (198cm)","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Dallas Mavericks",68,69,74,77,83,50,40,70,40,70,47,51,47,48,79,44,60,40,32,67,66,60,69,73,47,75,85,75,80,65,64,62,54,47,41,46
"Nikola Jokic","6'11"" (211cm)","C",0,6,13,1,4,4,5,1,0,2,2,1,24,"Denver Nuggets",98,99,98,86,88,85,98,91,90,75,94,95,98,98,90,83,61,80,61,83,82,80,63,62,96,63,97,80,83,93,76,60,98,98,72,96
"Jamal Murray","6'4"" (193cm)","PG",0,0,6,10,2,5,9,1,0,0,0,0,18,"Denver Nuggets",86,97,92,82,93,70,80,93,30,82,38,46,74,75,84,35,77,56,45,74,70,70,80,80,54,80,95,85,78,84,89,79,85,73,36,60
"Aaron Gordon","6'8"" (203cm)","PF",0,0,3,5,4,1,1,0,0,3,0,1,12,"Denver Nuggets",84,73,80,87,89,75,75,88,85,94,58,60,74,85,95,80,84,43,45,84,82,80,71,84,72,92,95,95,84,65,62,66,60,33,50,65
"Jonas Valanciunas","6'11"" (211cm)","C",0,0,3,3,4,0,0,1,0,0,2,0,10,"Denver Nuggets",79,98,81,63,71,70,70,80,80,65,84,64,84,65,80,69,40,28,87,60,47,45,49,48,91,54,90,80,81,36,35,33,65,60,92,88
"Cameron Johnson","6'8"" (203cm)","PF",0,0,1,2,3,4,0,1,0,0,0,0,6,"Denver Nuggets",79,66,79,75,89,80,50,79,60,60,69,69,69,64,57,65,69,38,32,64,68,65,70,70,60,79,85,86,78,59,59,43,66,37,40,46
"Tim Hardaway Jr.","6'5"" (196cm)","SG",0,0,0,2,4,3,2,1,0,0,0,0,6,"Denver Nuggets",79,78,72,88,83,85,85,86,35,78,36,53,38,70,71,45,70,36,32,63,58,40,68,75,55,78,85,83,83,75,78,68,84,37,31,43
"Christian Braun","6'6"" (198cm)","SF",0,0,1,8,3,2,0,1,0,5,0,1,12,"Denver Nuggets",79,95,80,75,79,80,60,85,25,85,25,55,36,50,80,40,79,41,47,78,80,80,83,83,46,83,93,95,80,69,69,74,68,50,57,48
"Peyton Watson","6'7"" (201cm)","PF",0,0,2,1,2,0,1,0,0,2,0,1,5,"Denver Nuggets",78,73,69,73,72,75,75,74,60,65,44,42,40,40,95,78,78,76,82,80,78,80,77,80,55,82,88,75,80,60,70,76,62,33,56,54
"Bruce Brown","6'4"" (193cm)","PG",0,0,1,2,3,0,2,1,0,0,0,1,6,"Denver Nuggets",76,68,60,81,85,85,75,75,30,70,28,34,42,60,95,58,77,46,42,79,75,65,78,78,75,80,92,80,84,79,79,76,87,33,56,64
"Julian Strawther","6'6"" (198cm)","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Denver Nuggets",73,94,55,73,83,75,60,79,35,70,40,40,40,62,95,44,74,41,50,68,68,65,63,70,53,64,90,75,80,64,74,57,65,34,32,47
"Zeke Nnaji","6'9"" (206cm)","C",0,0,2,1,0,0,0,0,0,1,1,1,3,"Denver Nuggets",72,71,76,76,62,55,45,77,80,70,69,67,67,69,77,72,54,59,87,57,42,50,77,77,70,82,80,89,83,33,37,52,42,29,56,49
"Jalen Pickett","6'2"" (188cm)","PG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Denver Nuggets",71,92,71,82,76,75,60,75,25,60,55,58,58,50,81,47,62,41,40,62,65,45,72,72,59,67,88,70,79,72,75,72,74,70,38,47
"DaRon Holmes II","6'10"" (208cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Denver Nuggets",71,77,76,75,70,50,40,68,75,75,68,67,68,50,80,76,63,59,73,72,62,55,75,69,60,64,88,80,80,49,60,59,50,41,60,68
"Hunter Tyson","6'8"" (203cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Denver Nuggets",70,72,76,73,70,65,50,70,60,75,49,49,49,50,70,58,62,33,60,58,54,40,68,68,52,77,88,75,80,65,68,60,65,32,49,65
"Spencer Jones","6'7"" (201cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Denver Nuggets",69,63,72,79,72,70,60,66,40,65,40,40,45,49,88,40,57,58,30,56,50,40,67,60,50,68,80,65,80,54,68,60,57,38,62,38
"Tamar Bates","6'5"" (196cm)","PG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Denver Nuggets",68,76,77,82,92,50,50,70,40,65,37,38,47,40,80,44,60,57,30,57,55,50,70,73,54,75,85,70,80,54,70,64,57,32,45,47
"Curtis Jones","6'4"" (193cm)","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Denver Nuggets",68,76,77,79,84,50,50,76,35,70,30,38,26,50,76,25,60,52,32,57,60,50,76,80,49,75,85,81,80,69,70,74,67,40,32,52
"Cade Cunningham","6'6"" (198cm)","PG",0,0,11,6,1,3,9,0,0,0,1,1,18,"Detroit Pistons",93,97,84,82,80,90,98,94,40,75,60,62,60,94,98,59,75,53,62,75,76,75,83,83,62,80,94,95,80,90,86,83,92,89,40,59
"Jalen Duren","6'10"" (208cm)","C",0,0,5,4,2,0,0,1,0,1,2,1,11,"Detroit Pistons",87,98,65,35,81,70,80,85,80,80,80,62,80,44,70,88,62,53,80,89,88,85,73,68,81,84,89,85,80,59,59,59,50,36,97,96
"Ausar Thompson","6'6"" (198cm)","SF",0,0,7,5,1,0,1,0,0,8,1,1,13,"Detroit Pistons",82,97,73,68,49,40,30,84,60,91,45,46,45,43,80,84,89,92,63,89,88,90,94,90,50,98,95,95,80,70,78,88,70,64,61,67
"Tobias Harris","6'8"" (203cm)","PF",0,0,0,4,4,3,1,1,0,0,0,0,8,"Detroit Pistons",80,95,72,78,87,60,75,82,65,75,70,70,86,68,95,59,58,43,62,66,64,60,75,67,73,79,97,73,82,77,79,56,78,39,41,69
"Jaden Ivey","6'4"" (193cm)","SG",0,0,1,6,2,0,5,0,0,0,0,0,9,"Detroit Pistons",79,83,65,84,73,60,65,85,30,85,44,42,44,62,90,59,71,43,51,70,69,65,88,91,54,85,92,85,80,79,86,87,78,70,50,51
"Daniss Jenkins","6'3"" (191cm)","PG",0,0,0,5,4,4,1,0,0,2,0,0,9,"Detroit Pistons",79,83,71,86,81,75,80,84,30,60,36,36,28,65,70,32,69,90,30,69,75,65,75,75,45,70,85,80,80,80,79,74,82,73,45,41
"Caris LeVert","6'6"" (198cm)","SG",0,0,0,3,5,1,4,0,0,0,0,0,8,"Detroit Pistons",78,80,73,84,72,70,70,81,60,75,52,54,49,79,95,45,74,46,62,70,68,60,75,77,54,80,92,80,78,75,86,72,84,70,27,41
"Duncan Robinson","6'7"" (201cm)","SG",0,0,3,1,1,4,0,1,0,0,0,0,5,"Detroit Pistons",78,89,81,87,76,85,85,75,30,70,40,44,35,54,90,50,52,38,51,50,50,30,59,65,35,72,85,75,83,66,72,56,70,33,31,45
"Isaiah Stewart","6'8"" (203cm)","PF",0,0,2,1,4,0,0,1,0,0,1,1,7,"Detroit Pistons",77,87,80,81,67,65,70,76,75,70,75,64,75,50,70,78,67,30,93,72,42,50,63,71,89,70,81,85,77,44,34,52,50,37,73,76
"Ron Holland","6'8"" (203cm)","SF",0,0,0,2,11,0,3,1,0,4,0,1,13,"Detroit Pistons",76,89,78,71,86,75,65,85,55,80,40,42,42,74,80,65,70,90,47,67,65,55,85,86,59,80,90,85,80,60,75,79,60,41,45,58
"Paul Reed","6'9"" (206cm)","C",0,0,0,1,7,0,0,0,0,1,2,1,8,"Detroit Pistons",75,92,85,73,79,60,40,69,80,75,70,70,70,64,75,69,43,89,89,66,58,40,49,52,84,65,80,80,80,48,52,41,44,56,95,80
"Marcus Sasser","6'2"" (188cm)","PG",0,0,0,3,4,2,3,0,0,0,0,0,7,"Detroit Pistons",74,95,72,82,84,75,60,78,25,50,32,37,37,47,75,35,70,66,37,67,67,65,75,83,47,69,85,85,80,74,80,75,74,71,37,42
"Javonte Green","6'5"" (196cm)","PF",0,0,0,0,1,0,0,0,0,0,0,0,1,"Detroit Pistons",73,60,70,77,71,60,50,79,25,85,52,52,52,60,95,74,77,63,62,74,80,75,72,74,46,85,80,75,82,60,72,69,68,33,48,59
"Isaac Jones","6'9"" (206cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Detroit Pistons",71,78,64,49,62,60,40,70,75,75,60,60,60,44,95,60,59,28,81,58,55,45,70,67,70,74,85,90,80,44,58,60,44,28,67,64
"Wendell Moore Jr.","6'5"" (196cm)","SG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Detroit Pistons",70,77,72,76,81,70,50,71,50,80,44,47,44,32,72,56,72,59,51,70,72,60,70,74,58,83,85,90,80,57,67,68,54,43,58,63
"Bobi Klintman","6'9"" (206cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Detroit Pistons",69,68,70,74,80,60,50,69,65,75,49,50,50,47,80,57,64,62,57,60,62,55,75,68,55,72,90,75,80,68,70,68,68,43,41,51
"Chaz Lanier","6'4"" (193cm)","SG",0,0,0,0,1,1,0,0,0,0,0,0,1,"Detroit Pistons",68,78,80,79,76,50,50,78,25,60,37,48,44,40,80,40,52,52,28,51,44,45,85,79,48,88,92,80,80,62,72,79,57,33,52,41
"Tolu Smith","6'11"" (211cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Detroit Pistons",67,70,49,37,60,50,45,63,70,70,70,68,70,40,80,60,34,40,62,65,55,40,52,44,80,65,80,65,80,45,34,48,42,36,70,70
"Stephen Curry","6'2"" (188cm)","PG",0,6,9,2,4,5,9,1,0,3,0,0,21,"Golden State Warriors",95,97,93,99,93,75,98,94,25,36,35,52,35,78,98,30,69,66,52,70,68,65,84,84,48,73,98,85,86,89,97,84,90,71,29,57
"Jimmy Butler","6'7"" (201cm)","SF",0,0,4,10,11,3,9,0,0,8,0,1,25,"Golden State Warriors",88,95,74,80,86,55,80,87,40,75,80,80,80,87,98,80,86,80,47,89,88,85,84,92,76,82,97,98,81,85,86,82,89,72,64,54
"Moses Moody","6'5"" (196cm)","SF",0,0,1,0,2,1,0,1,0,0,0,0,3,"Golden State Warriors",79,81,73,86,84,70,70,84,40,70,44,48,49,70,80,68,71,53,72,69,60,65,73,77,68,70,88,80,80,65,74,70,64,38,35,52
"Draymond Green","6'6"" (198cm)","PF",0,0,11,1,4,0,5,1,0,9,0,1,16,"Golden State Warriors",79,82,84,79,68,50,30,70,55,65,50,51,51,30,80,93,88,67,62,95,84,95,73,84,85,66,85,90,88,80,78,69,84,74,42,76
"Jonathan Kuminga","6'7"" (201cm)","PF",0,0,4,1,1,0,0,0,0,0,0,1,6,"Golden State Warriors",79,97,73,76,77,70,75,89,65,85,49,50,50,79,85,73,73,33,50,70,69,50,84,84,73,90,88,80,80,69,67,75,68,63,57,78
"Al Horford","6'9"" (206cm)","PF",0,0,1,2,8,1,1,1,0,2,1,0,11,"Golden State Warriors",77,83,68,75,90,65,30,65,70,65,76,79,79,37,84,82,68,53,81,85,78,85,53,67,91,69,95,85,78,79,50,33,84,43,50,65
"Brandin Podziemski","6'4"" (193cm)","SG",0,0,0,2,8,4,3,0,0,2,0,0,10,"Golden State Warriors",77,82,83,82,75,80,60,87,35,60,54,55,55,60,85,45,63,63,51,62,72,45,82,82,54,78,89,85,80,69,80,81,68,64,33,67
"Will Richard","6'5"" (196cm)","SG",0,0,0,4,1,1,2,1,0,1,0,0,5,"Golden State Warriors",76,90,79,84,78,75,75,79,30,75,42,44,44,40,70,50,72,86,35,70,79,65,78,78,56,74,80,90,80,60,67,70,67,43,62,44
"Buddy Hield","6'4"" (193cm)","SG",0,0,6,2,3,5,4,1,0,0,0,0,11,"Golden State Warriors",75,97,56,83,78,65,35,75,25,65,28,45,48,59,94,48,69,76,32,54,60,50,75,78,41,78,90,60,82,70,79,74,70,56,36,46
"Gary Payton II","6'2"" (188cm)","SF",0,0,0,1,7,0,0,0,0,7,0,0,8,"Golden State Warriors",75,84,65,70,71,50,40,85,35,75,30,42,42,37,89,79,83,80,58,76,91,80,81,83,48,85,85,80,83,60,70,81,67,39,68,78
"Quinten Post","7'0"" (213cm)","C",0,0,1,2,6,1,1,1,0,0,2,0,9,"Golden State Warriors",75,94,80,80,86,65,60,69,75,65,67,62,65,40,80,62,33,41,78,60,45,50,47,33,70,40,80,70,80,59,43,32,60,37,58,85
"De’Anthony Melton","6'3"" (191cm)","SG",0,0,0,1,7,0,1,0,0,6,0,1,8,"Golden State Warriors",74,74,60,81,81,65,60,77,25,70,25,58,48,49,95,48,82,86,56,82,82,80,76,81,44,75,80,85,83,74,79,74,74,70,50,55
"Trayce Jackson-Davis","6'9"" (206cm)","C",0,0,3,1,1,0,0,0,0,1,2,1,5,"Golden State Warriors",73,82,70,44,59,60,25,78,80,85,60,60,60,40,75,63,58,40,74,57,55,50,79,74,63,88,85,85,80,62,66,69,64,62,75,67
"Gui Santos","6'6"" (198cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Golden State Warriors",72,86,69,78,71,70,50,72,50,65,52,53,57,45,69,66,69,43,51,70,57,50,73,72,50,74,80,60,86,57,62,69,55,55,68,62
"Pat Spencer","6'3"" (191cm)","PG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Golden State Warriors",72,58,78,77,77,80,75,70,40,75,42,56,42,54,85,44,55,42,45,45,47,40,75,75,54,83,85,85,84,75,73,75,75,64,47,51
"Jackson Rowe","6'7"" (201cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Golden State Warriors",68,70,69,74,71,65,50,67,60,70,54,57,57,50,74,54,52,54,50,54,54,40,66,63,70,74,80,79,80,59,54,59,60,50,64,57
"Alex Toohey","6'7"" (201cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Golden State Warriors",68,70,68,74,74,50,50,73,60,75,52,52,52,50,70,60,60,60,60,60,58,50,72,69,62,60,88,85,80,60,64,59,60,42,42,51
"Kevin Durant","6'11"" (211cm)","PF",0,2,9,2,6,4,7,1,0,1,0,1,19,"Houston Rockets",93,95,98,90,89,70,98,96,60,85,74,86,86,97,98,70,77,42,57,75,75,75,80,78,63,77,94,90,88,78,92,80,88,55,30,58
"Alperen Sengun","6'11"" (211cm)","C",0,0,2,5,6,0,3,1,0,0,2,0,13,"Houston Rockets",88,87,78,85,74,98,95,82,70,80,87,87,89,79,95,72,63,49,66,69,85,65,52,64,86,69,88,90,80,79,62,48,84,74,70,78
"Amen Thompson","6'7"" (201cm)","SG",0,0,10,4,6,0,4,0,0,10,1,1,20,"Houston Rockets",87,71,71,68,76,70,65,90,60,96,44,48,44,44,95,78,93,75,66,92,90,95,95,93,59,99,95,85,80,80,86,90,80,70,61,64
"Fred VanVleet","6'0"" (183cm)","PG",0,0,1,2,7,2,6,0,0,1,0,0,10,"Houston Rockets",80,75,82,78,81,80,60,70,25,35,30,32,28,55,98,27,80,66,51,79,74,80,83,80,42,75,95,94,82,84,86,83,85,70,33,49
"Tari Eason","6'8"" (203cm)","PF",0,0,3,9,5,1,1,1,0,9,1,1,17,"Houston Rockets",80,68,68,84,77,60,40,82,35,80,54,52,51,44,80,78,85,69,58,84,85,80,80,85,70,80,85,85,80,50,70,72,47,39,61,68
"Jabari Smith Jr.","6'10"" (208cm)","PF",0,0,0,3,9,2,1,0,0,1,2,1,12,"Houston Rockets",80,96,79,81,83,70,75,75,75,85,74,75,75,54,85,70,69,40,63,67,67,55,76,76,60,75,89,85,80,65,75,69,66,32,46,68
"Reed Sheppard","6'2"" (188cm)","PG",0,0,0,4,3,3,3,0,0,0,0,0,7,"Houston Rockets",79,91,77,86,84,70,70,79,25,70,44,45,40,62,90,54,78,90,53,70,77,70,90,89,56,87,93,95,80,79,79,84,79,68,31,53
"Dorian Finney-Smith","6'7"" (201cm)","PF",0,0,0,3,6,1,0,1,0,4,0,1,9,"Houston Rockets",77,80,71,83,64,70,65,84,40,84,54,50,54,58,72,72,83,43,51,74,74,75,67,82,62,83,80,80,81,65,60,44,68,32,50,52
"Clint Capela","6'10"" (208cm)","C",0,0,2,7,3,0,0,1,0,4,2,1,12,"Houston Rockets",77,83,50,25,54,70,30,70,80,75,64,48,64,34,70,83,47,40,80,86,74,80,58,51,82,68,78,75,83,34,48,30,35,34,91,90
"Josh Okogie","6'4"" (193cm)","SF",0,0,0,5,1,1,0,1,0,2,1,1,6,"Houston Rockets",77,69,78,84,82,70,70,77,30,75,42,44,44,49,70,50,77,92,42,78,77,70,89,84,58,92,80,95,82,69,76,81,62,33,48,41
"Steven Adams","6'11"" (211cm)","C",0,0,3,2,4,0,0,1,0,2,2,0,9,"Houston Rockets",77,82,65,26,74,40,45,69,70,70,72,62,69,59,75,80,55,49,72,80,70,70,48,63,96,68,68,75,82,69,35,33,68,35,97,79
"Jeff Green","6'8"" (203cm)","PF",0,0,1,6,0,0,3,0,0,1,0,1,7,"Houston Rockets",73,88,75,76,82,50,50,79,65,70,70,68,72,51,85,69,70,32,62,68,54,60,63,75,70,84,89,85,82,65,74,50,64,33,41,49
"Aaron Holiday","6'0"" (183cm)","PG",0,0,0,1,1,1,1,0,0,0,0,0,2,"Houston Rockets",73,92,89,83,83,70,50,70,25,60,25,45,32,47,80,34,68,43,50,67,69,45,76,77,49,56,85,85,84,82,86,76,82,51,33,47
"Jae’Sean Tate","6'4"" (193cm)","SF",0,0,0,3,2,0,1,0,0,1,0,1,5,"Houston Rockets",72,84,70,76,69,50,40,84,65,75,69,68,69,54,85,70,70,70,42,68,69,65,69,70,65,75,89,95,80,70,74,62,72,38,65,55
"JD Davison","6'1"" (185cm)","PG",0,0,0,0,0,0,0,0,0,0,0,0,0,"Houston Rockets",69,70,73,71,73,50,50,72,25,85,30,31,38,40,80,25,56,69,61,55,54,45,85,85,54,84,88,45,80,72,86,84,75,72,36,55
"Kevon Harris","6'5"" (196cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Houston Rockets",68,75,72,81,76,40,60,75,40,75,33,56,45,49,79,60,62,53,51,45,60,45,71,71,58,78,85,84,80,64,69,69,65,29,59,51
"Isaiah Crawford","6'6"" (198cm)","SF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Houston Rockets",68,71,74,78,73,50,50,70,50,65,57,57,57,45,80,55,57,45,44,52,57,40,61,61,59,74,90,75,80,48,57,57,47,37,54,59
"Tyrese Haliburton","6'5"" (196cm)","PG",0,1,11,5,0,5,9,0,0,0,0,0,17,"Indiana Pacers",93,98,91,84,86,95,80,94,40,65,42,49,40,62,95,60,77,63,56,78,75,75,83,84,59,70,95,95,80,96,90,83,96,95,35,49
"Pascal Siakam","6'8"" (203cm)","PF",0,0,3,6,14,1,4,0,0,6,1,1,23,"Indiana Pacers",88,97,74,80,66,90,90,88,80,80,89,89,89,78,90,85,79,46,47,86,82,80,76,78,70,79,95,80,82,72,79,69,79,73,48,68
"Andrew Nembhard","6'4"" (193cm)","SG",0,0,4,9,1,4,2,0,0,6,0,0,14,"Indiana Pacers",81,97,84,82,95,70,60,80,39,60,44,52,47,41,75,68,88,62,37,85,84,85,76,88,46,71,85,69,80,80,79,74,80,86,27,41
"Bennedict Mathurin","6'5"" (196cm)","SF",0,0,1,5,2,3,0,1,0,0,0,0,8,"Indiana Pacers",81,93,79,82,89,50,85,78,35,80,55,58,55,67,90,42,69,37,51,65,62,50,84,84,54,82,92,85,80,75,79,81,82,36,47,65
"T.J. McConnell","6'1"" (185cm)","PG",0,0,0,3,6,1,4,0,0,3,0,1,9,"Indiana Pacers",80,96,92,75,74,80,75,76,25,25,44,58,38,40,79,49,82,90,52,70,87,80,76,82,44,65,85,92,83,88,79,73,86,84,42,55
"Obi Toppin","6'9"" (206cm)","PF",0,0,4,6,3,2,3,1,0,1,1,1,13,"Indiana Pacers",80,98,53,80,79,70,60,88,85,90,67,67,69,60,90,66,48,42,56,62,47,40,70,69,74,90,88,70,88,55,60,56,59,44,45,72
"Aaron Nesmith","6'6"" (198cm)","SF",0,0,1,3,3,2,1,1,0,1,0,1,7,"Indiana Pacers",80,77,67,83,80,85,85,77,35,55,53,57,57,78,85,72,76,41,45,76,57,75,78,76,52,79,87,85,81,69,70,64,65,35,48,52
"Jarace Walker","6'7"" (201cm)","PF",0,0,1,3,2,0,1,0,0,2,0,1,6,"Indiana Pacers",75,59,86,73,82,50,60,78,70,85,57,58,58,40,80,67,62,36,56,60,62,60,81,81,80,90,90,80,80,69,62,70,68,63,36,70
"Quenton Jackson","6'5"" (196cm)","SG",0,0,0,0,1,1,0,0,0,0,0,0,1,"Indiana Pacers",75,80,68,80,76,70,70,80,40,80,33,40,31,57,80,46,73,53,58,70,75,65,85,85,42,88,80,75,79,78,78,76,78,76,52,60
"Jay Huff","7'1"" (216cm)","C",0,0,1,1,3,1,0,1,0,2,0,1,5,"Indiana Pacers",74,87,72,72,77,70,50,60,65,65,74,74,74,38,80,79,32,27,94,78,64,75,48,47,62,62,80,85,77,50,43,33,60,34,58,63
"Ben Sheppard","6'6"" (198cm)","SG",0,0,0,0,2,0,0,0,0,2,0,0,2,"Indiana Pacers",74,49,78,73,91,75,60,78,35,60,48,49,47,49,80,54,79,36,40,78,75,75,84,84,54,75,85,90,80,70,73,74,70,38,41,67
"Jeremiah Robinson-Earl","6'8"" (203cm)","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,"Indiana Pacers",74,43,88,72,84,85,40,79,75,75,64,65,66,50,70,66,40,42,25,66,52,45,62,62,60,69,80,85,80,65,69,55,66,32,82,75
